time_period,ref_area,freq,measure,unit_measure,activity,adjustment,transformation,time_horiz,methodology,obs_value,unit_mult,decimals,obs_status
2023-09,NAFTA,M,LI,IX,_Z,AA,IX,_Z,H,99.45488,0,2,A
2023-10,NAFTA,M,LI,IX,_Z,AA,IX,_Z,H,99.50134,0,2,A
1990-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.46021,0,2,A
1990-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.36234,0,2,A
1990-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.32087,0,2,A
1990-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.3532,0,2,A
1990-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.40842,0,2,A
1990-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.42067,0,2,A
1990-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.35999,0,2,A
1990-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.22622,0,2,A
1990-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.0363,0,2,A
1990-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.82019,0,2,A
1990-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.60976,0,2,A
1990-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.47367,0,2,A
1991-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.46667,0,2,A
1991-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.614,0,2,A
1991-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.88834,0,2,A
1991-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.19297,0,2,A
1991-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.4917,0,2,A
1991-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.77966,0,2,A
1991-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0545,0,2,A
1991-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.2985,0,2,A
1991-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4579,0,2,A
1991-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.5097,0,2,A
1991-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.482,0,2,A
1991-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4237,0,2,A
1992-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.3952,0,2,A
1992-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4171,0,2,A
1992-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4608,0,2,A
1992-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4617,0,2,A
1992-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.3258,0,2,A
1992-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0382,0,2,A
1992-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.67213,0,2,A
1992-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.34586,0,2,A
1992-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.14609,0,2,A
1992-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.10665,0,2,A
1992-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.20197,0,2,A
1992-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.38682,0,2,A
1993-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.59506,0,2,A
1993-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.81404,0,2,A
1993-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0325,0,2,A
1993-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.2438,0,2,A
1993-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.436,0,2,A
1993-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.5972,0,2,A
1993-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.7556,0,2,A
1993-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.9091,0,2,A
1993-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.0167,0,2,A
1993-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.0665,0,2,A
1993-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.0596,0,2,A
1993-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.006,0,2,A
1994-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.9124,0,2,A
1994-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.7546,0,2,A
1994-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.5609,0,2,A
1994-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.3883,0,2,A
1994-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.2715,0,2,A
1994-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.2018,0,2,A
1994-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1536,0,2,A
1994-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1138,0,2,A
1994-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0489,0,2,A
1994-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.95462,0,2,A
1994-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.8432,0,2,A
1994-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.72932,0,2,A
1995-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.65571,0,2,A
1995-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.6243,0,2,A
1995-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.62543,0,2,A
1995-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.66162,0,2,A
1995-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.7278,0,2,A
1995-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.80997,0,2,A
1995-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.87592,0,2,A
1995-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.91757,0,2,A
1995-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.93153,0,2,A
1995-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.92225,0,2,A
1995-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.90057,0,2,A
1995-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.8865,0,2,A
1996-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.88608,0,2,A
1996-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.90758,0,2,A
1996-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.93288,0,2,A
1996-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.94723,0,2,A
1996-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.93241,0,2,A
1996-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.91273,0,2,A
1996-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.91016,0,2,A
1996-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.93462,0,2,A
1996-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.97739,0,2,A
1996-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0287,0,2,A
1996-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0746,0,2,A
1996-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1296,0,2,A
1997-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.2106,0,2,A
1997-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.3196,0,2,A
1997-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4379,0,2,A
1997-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.5569,0,2,A
1997-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.6612,0,2,A
1997-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.7452,0,2,A
1997-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.8166,0,2,A
1997-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.8899,0,2,A
1997-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.9471,0,2,A
1997-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.9707,0,2,A
1997-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.9598,0,2,A
1997-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.9381,0,2,A
1998-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.9104,0,2,A
1998-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.876,0,2,A
1998-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.8025,0,2,A
1998-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.6528,0,2,A
1998-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.411,0,2,A
1998-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0829,0,2,A
1998-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.71294,0,2,A
1998-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.38116,0,2,A
1998-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.16607,0,2,A
1998-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.10744,0,2,A
1998-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.23628,0,2,A
1998-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.52083,0,2,A
1999-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.92484,0,2,A
1999-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4125,0,2,A
1999-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.9069,0,2,A
1999-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.3303,0,2,A
1999-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.6562,0,2,A
1999-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.8758,0,2,A
1999-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.9654,0,2,A
1999-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.9063,0,2,A
1999-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.7294,0,2,A
1999-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.4808,0,2,A
1999-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.2376,0,2,A
1999-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.0374,0,2,A
2000-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.8811,0,2,A
2000-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.7643,0,2,A
2000-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.6843,0,2,A
2000-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.6095,0,2,A
2000-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.5469,0,2,A
2000-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4895,0,2,A
2000-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4474,0,2,A
2000-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4343,0,2,A
2000-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4582,0,2,A
2000-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.5277,0,2,A
2000-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.6132,0,2,A
2000-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.6741,0,2,A
2001-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.6847,0,2,A
2001-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.6537,0,2,A
2001-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.5936,0,2,A
2001-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.5219,0,2,A
2001-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4475,0,2,A
2001-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.3543,0,2,A
2001-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.2352,0,2,A
2001-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1162,0,2,A
2001-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0144,0,2,A
2001-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.94707,0,2,A
2001-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.93887,0,2,A
2001-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.98164,0,2,A
2002-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0719,0,2,A
2002-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1917,0,2,A
2002-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.3221,0,2,A
2002-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4218,0,2,A
2002-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4372,0,2,A
2002-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.3774,0,2,A
2002-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.2827,0,2,A
2002-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1633,0,2,A
2002-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.011,0,2,A
2002-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.80942,0,2,A
2002-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.55309,0,2,A
2002-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.25719,0,2,A
2003-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.97354,0,2,A
2003-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.78035,0,2,A
2003-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.71272,0,2,A
2003-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.76241,0,2,A
2003-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.88214,0,2,A
2003-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.04041,0,2,A
2003-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.20527,0,2,A
2003-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.36765,0,2,A
2003-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.53098,0,2,A
2003-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.69291,0,2,A
2003-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.85471,0,2,A
2003-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0113,0,2,A
2004-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1301,0,2,A
2004-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1928,0,2,A
2004-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1979,0,2,A
2004-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1567,0,2,A
2004-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.095,0,2,A
2004-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0378,0,2,A
2004-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0061,0,2,A
2004-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0206,0,2,A
2004-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0814,0,2,A
2004-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1738,0,2,A
2004-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.2631,0,2,A
2004-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.3231,0,2,A
2005-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.3465,0,2,A
2005-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.3314,0,2,A
2005-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.288,0,2,A
2005-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.2259,0,2,A
2005-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1591,0,2,A
2005-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1126,0,2,A
2005-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0949,0,2,A
2005-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0978,0,2,A
2005-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1226,0,2,A
2005-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1796,0,2,A
2005-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.2849,0,2,A
2005-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4238,0,2,A
2006-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.5633,0,2,A
2006-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.7189,0,2,A
2006-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.8705,0,2,A
2006-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.0121,0,2,A
2006-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.1342,0,2,A
2006-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.2442,0,2,A
2006-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.3651,0,2,A
2006-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.5267,0,2,A
2006-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.757,0,2,A
2006-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.0198,0,2,A
2006-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.2862,0,2,A
2006-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.5431,0,2,A
2007-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.7756,0,2,A
2007-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.9876,0,2,A
2007-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,103.16,0,2,A
2007-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,103.2762,0,2,A
2007-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,103.3148,0,2,A
2007-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,103.2561,0,2,A
2007-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,103.1087,0,2,A
2007-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.9135,0,2,A
2007-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.7043,0,2,A
2007-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.466,0,2,A
2007-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.1734,0,2,A
2007-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.8324,0,2,A
2008-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.4302,0,2,A
2008-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.9543,0,2,A
2008-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.3911,0,2,A
2008-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.70918,0,2,A
2008-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.90198,0,2,A
2008-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,97.99482,0,2,A
2008-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,97.05363,0,2,A
2008-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,96.15943,0,2,A
2008-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,95.3458,0,2,A
2008-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,94.65462,0,2,A
2008-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,94.15215,0,2,A
2008-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,93.8766,0,2,A
2009-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,93.82085,0,2,A
2009-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,94.021,0,2,A
2009-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,94.4848,0,2,A
2009-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,95.19865,0,2,A
2009-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,96.09686,0,2,A
2009-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,97.11846,0,2,A
2009-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.19292,0,2,A
2009-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.22871,0,2,A
2009-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.1485,0,2,A
2009-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.882,0,2,A
2009-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.3894,0,2,A
2009-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.694,0,2,A
2010-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.8351,0,2,A
2010-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.8578,0,2,A
2010-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.7924,0,2,A
2010-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.6531,0,2,A
2010-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.4553,0,2,A
2010-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.2405,0,2,A
2010-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.0404,0,2,A
2010-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.8946,0,2,A
2010-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.8071,0,2,A
2010-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.7656,0,2,A
2010-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.7566,0,2,A
2010-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.7613,0,2,A
2011-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.757,0,2,A
2011-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.7287,0,2,A
2011-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.6454,0,2,A
2011-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.4971,0,2,A
2011-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.275,0,2,A
2011-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.95744,0,2,A
2011-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.57269,0,2,A
2011-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.16916,0,2,A
2011-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.79244,0,2,A
2011-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.47744,0,2,A
2011-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.24915,0,2,A
2011-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.11636,0,2,A
2012-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.07178,0,2,A
2012-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.08107,0,2,A
2012-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.11283,0,2,A
2012-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.15781,0,2,A
2012-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.22935,0,2,A
2012-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.35637,0,2,A
2012-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.54501,0,2,A
2012-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.76614,0,2,A
2012-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,98.99634,0,2,A
2012-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.21349,0,2,A
2012-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.40546,0,2,A
2012-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.58327,0,2,A
2013-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.78165,0,2,A
2013-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0061,0,2,A
2013-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.2615,0,2,A
2013-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.5366,0,2,A
2013-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.8147,0,2,A
2013-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.0882,0,2,A
2013-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.3576,0,2,A
2013-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.5911,0,2,A
2013-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.7733,0,2,A
2013-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.9003,0,2,A
2013-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.0033,0,2,A
2013-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.1024,0,2,A
2014-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.1999,0,2,A
2014-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.2856,0,2,A
2014-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.3553,0,2,A
2014-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.3812,0,2,A
2014-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.3472,0,2,A
2014-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.253,0,2,A
2014-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,102.116,0,2,A
2014-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.9592,0,2,A
2014-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.792,0,2,A
2014-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.6348,0,2,A
2014-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.4952,0,2,A
2014-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.3918,0,2,A
2015-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.3333,0,2,A
2015-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.3192,0,2,A
2015-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.3236,0,2,A
2015-04,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.3151,0,2,A
2015-05,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.2761,0,2,A
2015-06,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.2048,0,2,A
2015-07,GBR,M,LI,IX,_Z,AA,IX,_Z,H,101.0847,0,2,A
2015-08,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.9269,0,2,A
2015-09,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.7466,0,2,A
2015-10,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.5669,0,2,A
2015-11,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.3946,0,2,A
2015-12,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.2345,0,2,A
2016-01,GBR,M,LI,IX,_Z,AA,IX,_Z,H,100.0779,0,2,A
2016-02,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.94815,0,2,A
2016-03,GBR,M,LI,IX,_Z,AA,IX,_Z,H,99.85937,0,2,A
