time_period,ref_area,freq,measure,unit_measure,activity,adjustment,transformation,time_horiz,methodology,obs_value,unit_mult,decimals,obs_status
2001-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.55048,0,2,A
2001-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.49829,0,2,A
2001-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.51938,0,2,A
2002-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.61715,0,2,A
2002-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.77856,0,2,A
2002-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.96317,0,2,A
2002-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.14088,0,2,A
2002-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.28097,0,2,A
2002-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.35759,0,2,A
2002-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.384,0,2,A
2002-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.373,0,2,A
2002-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.33601,0,2,A
2002-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.2907,0,2,A
2002-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.25868,0,2,A
2002-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.25362,0,2,A
2003-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.27824,0,2,A
2003-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.32779,0,2,A
2003-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.39824,0,2,A
2003-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.49428,0,2,A
2003-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.61665,0,2,A
2003-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.75758,0,2,A
2003-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.90668,0,2,A
2003-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0666,0,2,A
2003-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.228,0,2,A
2003-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.3608,0,2,A
2003-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4592,0,2,A
2003-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5307,0,2,A
2004-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5875,0,2,A
2004-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.637,0,2,A
2004-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6937,0,2,A
2004-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.7476,0,2,A
2004-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.8018,0,2,A
2004-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.8518,0,2,A
2004-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.8747,0,2,A
2004-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.8604,0,2,A
2004-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.8277,0,2,A
2004-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.7809,0,2,A
2004-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.7337,0,2,A
2004-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6936,0,2,A
2005-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6584,0,2,A
2005-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6166,0,2,A
2005-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5824,0,2,A
2005-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5658,0,2,A
2005-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5793,0,2,A
2005-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6292,0,2,A
2005-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.7152,0,2,A
2005-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.825,0,2,A
2005-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.9551,0,2,A
2005-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.1021,0,2,A
2005-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.2483,0,2,A
2005-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.3871,0,2,A
2006-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.514,0,2,A
2006-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.6146,0,2,A
2006-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.6777,0,2,A
2006-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.6988,0,2,A
2006-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.6602,0,2,A
2006-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.5937,0,2,A
2006-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.5314,0,2,A
2006-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.493,0,2,A
2006-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.4783,0,2,A
2006-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.4833,0,2,A
2006-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.5024,0,2,A
2006-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.5312,0,2,A
2007-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.5518,0,2,A
2007-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.5544,0,2,A
2007-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.5063,0,2,A
2007-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.3985,0,2,A
2007-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.2286,0,2,A
2007-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.0063,0,2,A
2007-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.7693,0,2,A
2007-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5637,0,2,A
2007-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4348,0,2,A
2007-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.3981,0,2,A
2007-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4372,0,2,A
2007-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5208,0,2,A
2008-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6149,0,2,A
2008-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.7027,0,2,A
2008-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.7597,0,2,A
2008-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.7732,0,2,A
2008-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6992,0,2,A
2008-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5042,0,2,A
2008-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1752,0,2,A
2008-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.71868,0,2,A
2008-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.15069,0,2,A
2008-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.50127,0,2,A
2008-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,97.82781,0,2,A
2008-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,97.20196,0,2,A
2009-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,96.69878,0,2,A
2009-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,96.39011,0,2,A
2009-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,96.30818,0,2,A
2009-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,96.43079,0,2,A
2009-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,96.70385,0,2,A
2009-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,97.06552,0,2,A
2009-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,97.45891,0,2,A
2009-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,97.84645,0,2,A
2009-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.21999,0,2,A
2009-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.56602,0,2,A
2009-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.8875,0,2,A
2009-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.17998,0,2,A
2010-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.43259,0,2,A
2010-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.6347,0,2,A
2010-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.78922,0,2,A
2010-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.89344,0,2,A
2010-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.94728,0,2,A
2010-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.97005,0,2,A
2010-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.9761,0,2,A
2010-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.979,0,2,A
2010-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.98177,0,2,A
2010-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0053,0,2,A
2010-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0641,0,2,A
2010-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1357,0,2,A
2011-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1916,0,2,A
2011-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.203,0,2,A
2011-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1756,0,2,A
2011-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1269,0,2,A
2011-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0667,0,2,A
2011-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.02,0,2,A
2011-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.97977,0,2,A
2011-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.92673,0,2,A
2011-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.87393,0,2,A
2011-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.85567,0,2,A
2011-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.86224,0,2,A
2011-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.88213,0,2,A
2012-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.90568,0,2,A
2012-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.90958,0,2,A
2012-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.8862,0,2,A
2012-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.83149,0,2,A
2012-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.75088,0,2,A
2012-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.65269,0,2,A
2012-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.55126,0,2,A
2012-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.45618,0,2,A
2012-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.37909,0,2,A
2012-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.33967,0,2,A
2012-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.35561,0,2,A
2012-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.4426,0,2,A
2013-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.59468,0,2,A
2013-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.81243,0,2,A
2013-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0651,0,2,A
2013-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.326,0,2,A
2013-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.569,0,2,A
2013-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.778,0,2,A
2013-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.9634,0,2,A
2013-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.1303,0,2,A
2013-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.2817,0,2,A
2013-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.3992,0,2,A
2013-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.4678,0,2,A
2013-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.4641,0,2,A
2014-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.3764,0,2,A
2014-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.214,0,2,A
2014-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,101.0046,0,2,A
2014-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.7526,0,2,A
2014-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5112,0,2,A
2014-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.3166,0,2,A
2014-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.172,0,2,A
2014-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0783,0,2,A
2014-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0273,0,2,A
2014-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0102,0,2,A
2014-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0288,0,2,A
2014-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0689,0,2,A
2015-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1329,0,2,A
2015-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.2161,0,2,A
2015-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.3004,0,2,A
2015-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.3842,0,2,A
2015-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4475,0,2,A
2015-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4709,0,2,A
2015-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4386,0,2,A
2015-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.3656,0,2,A
2015-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.2596,0,2,A
2015-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.14,0,2,A
2015-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0217,0,2,A
2015-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.91659,0,2,A
2016-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.83955,0,2,A
2016-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.78515,0,2,A
2016-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.74212,0,2,A
2016-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.71217,0,2,A
2016-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.69334,0,2,A
2016-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.6948,0,2,A
2016-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.72144,0,2,A
2016-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.76922,0,2,A
2016-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.8446,0,2,A
2016-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.94667,0,2,A
2016-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0576,0,2,A
2016-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1688,0,2,A
2017-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.2663,0,2,A
2017-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.3471,0,2,A
2017-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4366,0,2,A
2017-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.522,0,2,A
2017-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5884,0,2,A
2017-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6336,0,2,A
2017-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.655,0,2,A
2017-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6582,0,2,A
2017-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6546,0,2,A
2017-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6518,0,2,A
2017-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6527,0,2,A
2017-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6479,0,2,A
2018-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.638,0,2,A
2018-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.641,0,2,A
2018-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6416,0,2,A
2018-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6533,0,2,A
2018-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6638,0,2,A
2018-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6554,0,2,A
2018-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6343,0,2,A
2018-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6071,0,2,A
2018-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5748,0,2,A
2018-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5275,0,2,A
2018-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4595,0,2,A
2018-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.374,0,2,A
2019-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.2899,0,2,A
2019-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.2183,0,2,A
2019-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1602,0,2,A
2019-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1021,0,2,A
2019-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0349,0,2,A
2019-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.94617,0,2,A
2019-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.84288,0,2,A
2019-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.72332,0,2,A
2019-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.5878,0,2,A
2019-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.4285,0,2,A
2019-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.25159,0,2,A
2019-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.05221,0,2,A
2020-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.81849,0,2,A
2020-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.55618,0,2,A
2020-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,97.97903,0,2,A
2020-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,97.54216,0,2,A
2020-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,97.08712,0,2,A
2020-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,97.21403,0,2,A
2020-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,97.7394,0,2,A
2020-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.28197,0,2,A
2020-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.57326,0,2,A
2020-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,98.83639,0,2,A
2020-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.11391,0,2,A
2020-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.39474,0,2,A
2021-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.68272,0,2,A
2021-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.96379,0,2,A
2021-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.216,0,2,A
2021-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4252,0,2,A
2021-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5646,0,2,A
2021-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6265,0,2,A
2021-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.6217,0,2,A
2021-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5742,0,2,A
2021-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5135,0,2,A
2021-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4686,0,2,A
2021-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4584,0,2,A
2021-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4784,0,2,A
2022-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5107,0,2,A
2022-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5287,0,2,A
2022-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5308,0,2,A
2022-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.5158,0,2,A
2022-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4764,0,2,A
2022-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.4163,0,2,A
2022-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.3436,0,2,A
2022-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.2646,0,2,A
2022-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1765,0,2,A
2022-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.09,0,2,A
2022-11,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0095,0,2,A
2022-12,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.95885,0,2,A
2023-01,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.95007,0,2,A
2023-02,JPN,M,LI,IX,_Z,AA,IX,_Z,H,99.98187,0,2,A
2023-03,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0389,0,2,A
2023-04,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.0943,0,2,A
2023-05,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1367,0,2,A
2023-06,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1656,0,2,A
2023-07,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1811,0,2,A
2023-08,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1859,0,2,A
2023-09,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1836,0,2,A
2023-10,JPN,M,LI,IX,_Z,AA,IX,_Z,H,100.1775,0,2,A
1990-01,CAN,M,LI,IX,_Z,AA,IX,_Z,H,98.66557,0,2,A
1990-02,CAN,M,LI,IX,_Z,AA,IX,_Z,H,98.54314,0,2,A
1990-03,CAN,M,LI,IX,_Z,AA,IX,_Z,H,98.39593,0,2,A
1990-04,CAN,M,LI,IX,_Z,AA,IX,_Z,H,98.21364,0,2,A
1990-05,CAN,M,LI,IX,_Z,AA,IX,_Z,H,98.00122,0,2,A
1990-06,CAN,M,LI,IX,_Z,AA,IX,_Z,H,97.7516,0,2,A
1990-07,CAN,M,LI,IX,_Z,AA,IX,_Z,H,97.47553,0,2,A
1990-08,CAN,M,LI,IX,_Z,AA,IX,_Z,H,97.20054,0,2,A
1990-09,CAN,M,LI,IX,_Z,AA,IX,_Z,H,96.9715,0,2,A
1990-10,CAN,M,LI,IX,_Z,AA,IX,_Z,H,96.82706,0,2,A
1990-11,CAN,M,LI,IX,_Z,AA,IX,_Z,H,96.78666,0,2,A
1990-12,CAN,M,LI,IX,_Z,AA,IX,_Z,H,96.86445,0,2,A
1991-01,CAN,M,LI,IX,_Z,AA,IX,_Z,H,97.05695,0,2,A
1991-02,CAN,M,LI,IX,_Z,AA,IX,_Z,H,97.35477,0,2,A
1991-03,CAN,M,LI,IX,_Z,AA,IX,_Z,H,97.73436,0,2,A
1991-04,CAN,M,LI,IX,_Z,AA,IX,_Z,H,98.15475,0,2,A
1991-05,CAN,M,LI,IX,_Z,AA,IX,_Z,H,98.56322,0,2,A
1991-06,CAN,M,LI,IX,_Z,AA,IX,_Z,H,98.90974,0,2,A
1991-07,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.15671,0,2,A
1991-08,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.28526,0,2,A
1991-09,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.30379,0,2,A
1991-10,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.24485,0,2,A
1991-11,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.15828,0,2,A
1991-12,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.0961,0,2,A
1992-01,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.09337,0,2,A
1992-02,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.16171,0,2,A
1992-03,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.27464,0,2,A
1992-04,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.40674,0,2,A
1992-05,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.52532,0,2,A
1992-06,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.59885,0,2,A
1992-07,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.61579,0,2,A
1992-08,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.58324,0,2,A
1992-09,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.52238,0,2,A
1992-10,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.46691,0,2,A
1992-11,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.43471,0,2,A
1992-12,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.43491,0,2,A
1993-01,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.46012,0,2,A
1993-02,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.49603,0,2,A
1993-03,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.52967,0,2,A
1993-04,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.55832,0,2,A
1993-05,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.60181,0,2,A
1993-06,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.67683,0,2,A
1993-07,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.79704,0,2,A
1993-08,CAN,M,LI,IX,_Z,AA,IX,_Z,H,99.97206,0,2,A
1993-09,CAN,M,LI,IX,_Z,AA,IX,_Z,H,100.1879,0,2,A
1993-10,CAN,M,LI,IX,_Z,AA,IX,_Z,H,100.4285,0,2,A
1993-11,CAN,M,LI,IX,_Z,AA,IX,_Z,H,100.6811,0,2,A
1993-12,CAN,M,LI,IX,_Z,AA,IX,_Z,H,100.9408,0,2,A
1994-01,CAN,M,LI,IX,_Z,AA,IX,_Z,H,101.1948,0,2,A
1994-02,CAN,M,LI,IX,_Z,AA,IX,_Z,H,101.4246,0,2,A
1994-03,CAN,M,LI,IX,_Z,AA,IX,_Z,H,101.6175,0,2,A
1994-04,CAN,M,LI,IX,_Z,AA,IX,_Z,H,101.7615,0,2,A
